"altitude","temp.min.to","temp.max.to","altitude.disp","temp.min.disp","est.prob","date","accuracy","l2hit","n.ends","year","l2.ep","acc.ep","wvec","index"
0.8,16.3232915575195,29.7335745954463,28.9881852526234,13.3079916149772,0.512846230762079,"2014-07-12",0.882230792049837,0.473282442748092,2551,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.5920681027997,28.3092203951251,35.2097542002475,14.7584694117883,0.18713506613858,"2014-08-05",0.880599228715515,0.166030534351145,1291,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.3170803595977,28.6789742552089,55.4819552980511,14.2478558997822,0.487013773294166,"2014-07-01",0.883417383565708,0.297709923664122,3222,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.4745499857435,28.5083650806296,66.2918029014692,17.9965364131957,0.874557129573077,"2014-07-09",0.91174725600712,0.209923664122137,957,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.2130713854481,27.6404107230085,62.7739991101069,15.3756443059761,0.756203201599419,"2014-06-29",0.889943636902996,0.484732824427481,2729,2014,0.141698473282443,0.879301394245031,4e-04,1
1,16.488635155656,28.1476886157553,26.482791755948,15.9506554111948,0.129021872999147,"2014-07-11",0.895579946603382,0.288167938931298,1331,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.3876928492009,29.2620821578521,31.5200669472209,14.1145845994364,0.506294292630628,"2014-07-25",0.909967368733314,0.498091603053435,1976,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,16.1914667666378,29.9859397381295,34.5060389997013,15.6956306598084,0.882091872626916,"2014-07-11",0.888757045387126,0.431297709923664,2022,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.2853423008843,28.5564287713313,28.8058057014343,15.8874116079127,0.756232908694074,"2014-07-06",0.896321566300801,0.16793893129771,982,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.8748320380808,28.8487042636739,54.8203260797565,14.8772263484261,0.900604173075408,"2014-06-29",0.889943636902996,0.58587786259542,3467,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,15.2642780547251,27.0262746558378,59.0291570051792,14.3359000712015,0.904201747616753,"2014-07-25",0.909967368733314,0.396946564885496,1532,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,13.7553863128611,28.7670414047372,63.3783489213663,15.2080120588789,0.591592323966324,"2014-07-13",0.880450904776031,0.351145038167939,3361,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.9055838363732,27.670893877347,65.3226033786056,17.1497165281083,0.987408158369362,"2014-06-26",0.884159003263127,0.307251908396947,1980,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,15.4002078814097,28.8985242719667,71.6973294510185,14.3554787024935,0.325696826213971,"2014-06-17",0.893651735390092,0.437022900763359,2698,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,14.2710170971457,29.0606565743846,24.8764786439199,14.591870507554,0.549994117580354,"2014-07-11",0.885790566597449,0.322519083969466,1686,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,15.2543506762893,30.0505582010827,26.8809275976784,14.3372050610678,0.21952387294732,"2014-06-17",0.901216256303767,0.461832061068702,2533,2014,0.141698473282443,0.879301394245031,4e-04,1
1,13.9250422234533,29.3797989295991,42.6885205714098,14.6859429992985,0.874618794070557,"2014-07-30",0.900177988727381,0.299618320610687,1727,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,15.0123817908557,30.4560682759938,46.1371278093804,16.3184835451926,0.927986445371062,"2014-07-28",0.91293384752299,0.16412213740458,839,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.5600171468614,29.1903948571772,37.7806370711998,14.6913586580221,0.678973877802491,"2014-07-28",0.891278552358351,0.185114503816794,1461,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,15.7587390435458,28.1641752402799,69.2530244185439,16.1217976827509,0.106271461350843,"2014-07-21",0.882379115989321,0.438931297709924,2546,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,13.0470657715779,27.7762322009464,51.7849439453713,14.5861730329852,0.629563250113279,"2014-07-11",0.885790566597449,0.314885496183206,1686,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,15.7756222643786,29.5607814545849,78.7379903897069,14.6142244287361,0.139084265567362,"2014-07-21",0.883714031444675,0.404580152671756,2229,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,15.6439307730887,29.6239943455378,25.4618489150802,14.6377154253694,0.927919269772246,"2014-08-04",0.880599228715515,0.524809160305344,3195,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.8527849803379,29.0827915084045,41.7119908489909,16.5842626243858,0.531814021291211,"2014-07-07",0.900622960545832,0.146946564885496,773,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,15.7481944505055,30.0813692024201,28.9483765468008,15.4067223679072,0.00250017875805497,"2014-07-11",0.88816374962919,0.475190839694656,2293,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.219832615209,28.7999745764676,62.1323818661745,15.5144238832046,0.333345413673669,"2014-07-03",0.88816374962919,0.349236641221374,1606,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.5856116081244,29.6001169115369,48.7363278267222,14.0869141088398,0.975815806072205,"2014-07-29",0.898101453574607,0.276717557251908,1295,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,13.4151909580107,27.7224150752158,29.3550090036453,15.9056318551358,0.263702207943425,"2014-06-17",0.913675467220409,0.444656488549618,1679,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.007448994087,29.7691099337038,35.6029710123755,16.0752747246009,0.681636780733243,"2014-07-28",0.910264016612281,0.181297709923664,1004,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,15.7570940008006,28.9396680225755,70.809280509809,13.0978150285061,0.127878800267354,"2014-07-06",0.888460397508158,0.230916030534351,1408,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.9885603512647,28.9425094323399,50.1788106875343,15.1417228489226,0.29722843458876,"2014-06-25",0.882230792049837,0.234732824427481,1511,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,16.4994127890725,27.3385081622253,18.2062478683452,14.1743267020214,0.878565872553736,"2014-07-06",0.895431622663898,0.169847328244275,1020,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,16.0931296518347,28.8443271509782,27.3238856508085,16.177349286543,0.251637739129364,"2014-08-02",0.881044200533966,0.398854961832061,2242,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.9156264580592,29.6115493471352,44.8971929209779,15.0764251676951,0.714776421198621,"2014-07-13",0.901809552061703,0.383587786259542,2336,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.0701561555619,29.0497217461101,53.6502934148624,15.0607083875182,0.123541929759085,"2014-06-17",0.907445861762088,0.471374045801527,2165,2014,0.141698473282443,0.879301394245031,4e-04,1
1,17.3942948564898,29.5160204272733,57.7689357329112,13.9625549048155,0.668305899947882,"2014-07-25",0.923316523286859,0.143129770992366,344,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,14.3147893397292,28.7493049769545,40.2565787480845,14.368388650377,0.895645563723519,"2014-07-16",0.899436369029961,0.427480916030534,1980,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,13.1904869828702,27.2718246837495,65.6933069762477,14.8244441814359,0.516825586324558,"2014-07-14",0.915010382675764,0.702290076335878,2494,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.5278470670483,29.3626415494921,29.4734869681494,13.3047287384695,0.456200226210058,"2014-07-02",0.894986650845446,0.467557251908397,2457,2014,0.141698473282443,0.879301394245031,4e-04,1
1,16.3719854928762,28.7017247274988,36.9247367932068,14.471029661648,0.893352482235059,"2014-06-29",0.888015425689706,0.440839694656489,2667,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.4257488216395,29.334644539787,40.033205648447,16.0751550639132,0.00929808081127703,"2014-07-30",0.904924354790863,0.234732824427481,1196,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.3568225840475,29.5409894840652,56.8351558485838,14.5644088892476,0.845910846022889,"2014-06-23",0.885345594778997,0.425572519083969,2603,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,17.2284279670724,27.7717860205721,62.204877226003,14.0635704927803,0.706462001660839,"2014-07-03",0.901364580243251,0.158396946564885,815,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,15.5841173460256,28.8816052410502,42.7768038446151,13.5822798839388,0.582968004047871,"2014-07-09",0.899733016908929,0.276717557251908,1860,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.5635455495577,27.2014933482683,100.577065392388,14.304238831101,0.325201634550467,"2014-07-25",0.914268762978345,0.32824427480916,1466,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.9406196010214,27.4665775359674,55.9188957278149,14.5746994766236,0.920132894068956,"2014-06-17",0.909077425096411,0.438931297709924,1835,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.6552973047092,31.254746296863,18.0056252154912,16.07205608191,0.742171845864505,"2014-06-29",0.89009196084248,0.551526717557252,3232,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.8883749076813,27.2505205709316,24.9214246035478,14.9514286729501,0.212028259411454,"2014-07-29",0.90210619994067,0.192748091603053,860,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.2800727049709,28.5353744459273,50.9638773800848,15.6048804344916,0.411487171659246,"2014-07-08",0.886680510234352,0.398854961832061,2334,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,15.1810537071844,30.2116676371496,104.017703275508,15.3176708902885,0.55296906339936,"2014-07-06",0.884752299021062,0.213740458015267,1479,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.2153271997356,27.8303337719609,44.8092432988253,14.2577921505218,0.237114064395428,"2014-07-02",0.885493918718481,0.58587786259542,3451,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.8345593630598,28.775832034053,50.2583794740664,16.0547429856332,0.0826905451249331,"2014-07-03",0.887273805992287,0.435114503816794,2124,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.8791694573461,30.1218794753634,41.5223020551709,15.0365674421405,0.434716428862885,"2014-07-04",0.880005932957579,0.181297709923664,1438,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,15.1060864109045,28.6671478095103,35.1650713853313,13.4723395732983,0.318607782712206,"2014-07-02",0.893651735390092,0.458015267175573,2321,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.9491680836469,29.3976272392995,81.7840116161831,15.8388808344913,0.940071929013357,"2014-06-23",0.895579946603382,0.389312977099237,2229,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.2413366329086,28.8049039706258,63.789987630056,12.7921865955688,0.682593022240326,"2014-07-16",0.890833580539899,0.473282442748092,2942,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.8091501939639,28.5586119535521,67.3416178988808,13.3357334271292,0.546101165004075,"2014-07-14",0.928359537229309,0.696564885496183,2127,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.7418429234293,29.3794600493196,31.1543619154471,15.7535704533753,0.0791235542856157,"2014-07-16",0.90403441115396,0.360687022900763,1510,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.9140862791865,30.1002640023805,60.8428159426443,14.211889669351,0.515449645929039,"2014-08-04",0.888312073568674,0.444656488549618,2464,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.8760877311367,29.0259487355322,65.5881814050522,13.3369485689928,0.651269946945831,"2014-07-11",0.884455651142094,0.402671755725191,2252,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.8697590659927,28.908718934235,26.9723040191667,15.4068148331968,0.84568561357446,"2014-07-03",0.881785820231385,0.498091603053435,2546,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.3060615210896,29.0271186074013,22.3567205999511,14.763260025675,0.642203344032168,"2014-07-16",0.902254523880154,0.427480916030534,1752,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.2140898576381,28.7995804561783,69.2285404871272,13.8353288848821,0.514210945926607,"2014-07-12",0.883269059626224,0.486641221374046,2525,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.8466563662537,27.3537162963687,36.5186813681085,12.9940926621935,0.8984656392131,"2014-06-29",0.890833580539899,0.557251908396947,3475,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.5538910059619,29.1737629696029,25.4161237382101,16.3449602414868,0.589982211124152,"2014-07-27",0.917976861465441,0.150763358778626,682,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.6170088279415,29.2915100600183,27.5278734276431,15.9326652538199,0.159652737667784,"2014-07-28",0.908484129338475,0.187022900763359,1103,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.4247513594027,27.808716886365,71.1410289060753,13.9280212893184,0.970098010031506,"2014-07-14",0.931770987837437,0.75,2213,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.2825873653245,29.1876585330392,64.1611650209776,15.9435905264334,0.448658314300701,"2014-06-23",0.890685256600415,0.450381679389313,2635,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,16.4119169477711,29.6459608426453,62.8244500122477,15.1688477148335,0.740353899076581,"2014-07-11",0.891278552358351,0.404580152671756,1922,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.5474772682242,28.1378450972376,49.1809291405181,14.8615887074661,0.971409063553438,"2014-06-17",0.89706318599822,0.473282442748092,2856,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,15.9877612837207,26.7783673281862,58.8856521683784,15.5078521338386,0.327087598154321,"2014-07-14",0.946751705725304,0.772900763358779,1827,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,15.2637281215971,29.7335261737475,28.9401708748039,13.8535405225364,0.856780381640419,"2014-08-01",0.912043903886087,0.454198473282443,2000,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.4418149752416,30.8485117356468,47.798742284018,14.9744786008538,0.638903791317716,"2014-07-25",0.904627706911896,0.412213740458015,1695,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.5583938159643,31.1966273893243,49.3428489438908,12.2783770924003,0.796676048310474,"2014-07-19",0.882675763868288,0.480916030534351,2825,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.2122626272122,29.6142455297562,48.0895477249701,15.3098285626008,0.47423406294547,"2014-07-31",0.903144467517057,0.221374045801527,1014,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,16.1132049488994,28.2933748515155,82.2435191683953,15.254543113401,0.0733611034229398,"2014-07-11",0.890833580539899,0.383587786259542,1895,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.1755913211446,27.4422849318108,26.5751101251701,14.9501060976045,0.219514565775171,"2014-06-16",0.887718777810739,0.393129770992366,1679,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,16.4117160906825,28.2611608880968,34.0707507424504,16.3303205637982,0.973789372947067,"2014-07-26",0.898843073272026,0.202290076335878,932,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,15.3849833853852,30.0122091616259,65.4454330278159,13.9279489828976,0.754002313828096,"2014-08-02",0.882379115989321,0.280534351145038,1805,2014,0.141698473282443,0.879301394245031,4e-04,1
1,17.0445114931169,29.5772268432394,52.4277853079452,16.264994699342,0.189358259318396,"2014-06-17",0.910115692672797,0.351145038167939,1377,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,15.0434030935809,30.0211207237505,28.2563688762096,14.9092516353873,0.918715629260987,"2014-07-01",0.881785820231385,0.377862595419847,3464,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,15.0883311967541,29.6533902297951,57.7456735932746,14.6722535298323,0.578019588720053,"2014-07-13",0.886383862355384,0.33969465648855,2985,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.135928099429,29.0674813587941,103.921781187649,15.2088389998544,0.824051226954907,"2014-07-07",0.895579946603382,0.263358778625954,1215,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.7534870468365,29.845078707108,49.7470689104244,15.0930229013156,0.341881475877017,"2014-06-22",0.886977158113319,0.473282442748092,2108,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,13.3872663556928,29.1913495128475,83.4662234499857,15.9119592054389,0.70535056758672,"2014-06-22",0.891278552358351,0.377862595419847,1611,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.1806250498286,28.7768688400388,40.2431449910599,13.4419222318332,0.382803055690601,"2014-06-17",0.90210619994067,0.423664122137405,2137,2014,0.141698473282443,0.879301394245031,4e-04,1
1,16.0656236413479,27.5819310014991,30.0112147538544,14.2631679880136,0.120665052440017,"2014-07-02",0.899139721150994,0.479007633587786,2369,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.0486682477781,29.3822346588526,31.5495814470316,15.579324943835,0.0505581207107753,"2014-07-03",0.887867101750222,0.400763358778626,1731,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,15.1977889325821,28.0607297135827,68.1490848276676,14.4529234228109,0.325550326146185,"2014-07-30",0.907000889943637,0.25763358778626,1402,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.4365971188355,29.3378048520845,41.8507488952325,15.4115871301982,0.286950249224901,"2014-07-01",0.880154256897063,0.364503816793893,3400,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.4246646108019,29.3571208044839,62.4610256242853,16.3151766010434,0.200799026759341,"2014-07-27",0.916048650252151,0.16030534351145,668,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,14.4888273226304,30.4396056058266,52.657847524637,15.744751788218,0.180835075676441,"2014-07-14",0.913972115099377,0.395038167938931,1386,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.2915235285033,31.812765382367,57.2022077081706,15.9391529413116,0.941191576421261,"2014-07-25",0.90403441115396,0.269083969465649,1163,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,14.1269111923028,28.2531944225448,78.2196228294196,14.5122989069477,0.31512051448226,"2014-08-04",0.891130228418867,0.475190839694656,2351,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,13.8371756655964,30.2138640717253,39.8964361509463,16.0913567671912,0.348914266796783,"2014-07-08",0.893503411450608,0.419847328244275,2201,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.5527137622927,29.9090332075275,70.0472136802221,13.4899310286607,0.976782558718696,"2014-07-25",0.909077425096411,0.459923664122137,1885,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.9243566103052,29.6615949369492,53.103590845334,15.9079060766731,0.254980058176443,"2014-06-25",0.886532186294868,0.240458015267176,1517,2014,0.141698473282443,0.879301394245031,4e-04,1
1,15.6144018643493,29.0153610765122,43.8912776653195,15.5985479773283,0.0505103964824229,"2014-06-28",0.882230792049837,0.50381679389313,2754,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.4999354499692,29.2906787105571,33.4954091548295,16.43277483659,0.918126155389473,"2014-07-07",0.900029664787897,0.169847328244275,866,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,16.2701961187301,29.7920059058807,81.3663745142287,16.2220403292174,0.894871617434546,"2014-07-23",0.901067932364284,0.150763358778626,826,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,14.2325172131497,29.9816383415228,80.2649344567933,13.3828730037922,0.0012021514121443,"2014-07-30",0.898249777514091,0.286259541984733,1768,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.6249251534624,29.0694371876073,67.6342020329052,14.9364832913147,0.567205093801022,"2014-07-19",0.884159003263127,0.520992366412214,2937,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,15.8662627534402,30.3419106218679,59.4673822518086,14.790303036007,0.0296094883233309,"2014-07-25",0.913082171462474,0.166030534351145,806,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,12.4259062095875,27.0312147377438,70.0948366378585,15.4480653981569,0.996693927794695,"2014-07-17",0.89394838326906,0.345419847328244,1543,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.7604396139963,29.4150672024301,43.106613882874,13.7651257559853,0.351468238513917,"2014-07-30",0.897804805695639,0.276717557251908,1836,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,14.6232493479139,29.4387371946543,88.4664486220232,16.5104525727128,0.460384957492352,"2014-07-21",0.888757045387126,0.442748091603053,2463,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,15.6401388707306,29.2555220024236,58.3379692560634,15.1304143430763,0.964450691593811,"2014-07-12",0.890388608721448,0.534351145038168,2625,2014,0.141698473282443,0.879301394245031,4e-04,1
1,14.7394943325707,28.6733073228947,30.9923445901798,13.5312425294709,0.198113196529448,"2014-07-12",0.883269059626224,0.484732824427481,2580,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,16.3932946393077,29.8320212719663,41.1879457987174,13.7757770406898,0.945310950744897,"2014-08-02",0.881044200533966,0.362595419847328,2145,2014,0.141698473282443,0.879301394245031,4e-04,1
0.8,15.0032162513738,27.7869632469816,34.8399050981668,16.5640782767675,0.658725744578987,"2014-07-27",0.919163452981311,0.152671755725191,621,2014,0.141698473282443,0.879301394245031,4e-04,1
0.4,14.6968396456068,28.7416770860134,33.8527027967741,14.3901121806383,0.23350426228717,"2014-07-30",0.89202017205577,0.368320610687023,2325,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.4906832189839,27.8634123188103,60.285876926358,15.6621779460488,0.550955310463905,"2014-07-27",0.915010382675764,0.150763358778626,774,2014,0.141698473282443,0.879301394245031,4e-04,1
0.6,14.5228963814887,27.8129903791147,56.2052667642023,15.514460892317,0.0869594784453511,"2014-06-29",0.891426876297834,0.58969465648855,3353,2014,0.141698473282443,0.879301394245031,4e-04,1
1.2,14.1818182745501,28.143363423044,21.5606405904238,15.6729763227667,0.500597103731707,"2014-07-03",0.894838326905963,0.290076335877863,1347,2014,0.141698473282443,0.879301394245031,4e-04,1
